"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath"
270,"Biophysical Characterization and Activity of Lymphostatin, a Multifunctional Virulence Factor of Attaching and Effacing Escherichia coli","10.1074/jbc.M115.709600","Wear","IQB3","Journal of Biological Chemistry",2016,1,"0",NA,2,0,NA,2,2,2,4,0,0,NA,"pdf/270.pdf"
239,"Modelling of Hepatitis E virus RNA-dependent RNA polymerase genotype 3 from a chronic patient and in silico interaction analysis by molecular docking with Ribavirin","10.1080/07391102.2021.2011416","Houston","IQB3","Journal of Biomolecular Structure and Dynamics ",2021,1,NA,NA,0,0,"SM, FigShare",3,4,3,2,NA,1,0,"pdf/239.pdf"
33,"Molecular control of irreversible bistability during trypanosome developmental commitment","10.1083/jcb.201506114","Matthews","Edinburgh Infectious Diseases Organisation","Journal of Cell Biology                  (Rockefeller University Press)",2015,1,NA,NA,1,0,"supp",2,3,4,4,NA,NA,NA,"pdf/33.pdf"
554,"Distinct neuroinflammatory signatures exist across genetic and sporadic amyotrophic lateral sclerosis cohorts","10.1093/brain/awad243","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Oxford- Brain",2023,1,"0",1,0,1,"Supp",2,2,2,4,NA,0,0,"pdf/554.pdf"
121,"Whole Blood Profiling of T-cell-Derived microRNA Allows the Development of Prognostic models in Inflammatory Bowel Disease","10.1093/ecco-jcc/jjaa134","Buck","Edinburgh Infectious Diseases Organisation","Journal of Crohn's and Colitis            (Oxford Academic)",2020,1,NA,NA,NA,0,"supp",2,2,2,3,NA,0,0,"pdf/121.pdf"
139,"Serovar-dependent differences in Hfq-regulated phenotypes in Actinobacillus pleuropneumoniae","10.1093/femspd/ftaa066","Vohra","Edinburgh Infectious Diseases Organisation","Pathogens and Disease                       (Oxford Academic)",2020,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,NA,"pdf/139.pdf"
63,"An Alternative Strategy for Trypanosome Survival in the Mammalian Bloodstream Revealed through Genome and Transcriptome Analysis of the Ubiquitous Bovine Parasite Trypanosoma (Megatrypanum) theileri","10.1093/gbe/evx152","Matthews","Edinburgh Infectious Diseases Organisation","Genome Biology and Evolution         (Oxford Academic)",2017,1,NA,NA,1,0,"Zenodo ",3,4,4,4,NA,1,NA,"pdf/63.pdf"
80,"Recent and Rapid Transmission of HIV Among People Who Inject Drugs in Scotland Revealed Through Phylogenetic Analysis ","10.1093/infdis/jiy130","Leigh-Brown","Edinburgh Infectious Diseases Organisation","The Journal of Infectious Diseases   (Oxford Academic)",2018,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,0,"pdf/80.pdf"
288,"Impact of Zostavax Vaccination on T-Cell Accumulation and Cutaneous Gene Expression in the Skin of Older Humans After Varicella Zoster Virus Antigen–Specific Challenge","10.1093/infdis/jiy420","Mabbott","Roslin","The Journal of Infectious Diseases",2018,1,"0",NA,0,0,"SM",2,4,2,4,0,0,1,"pdf/288.pdf"
301,"Novel mutations in penicillin-binding protein genes in clinical Staphylococcus aureus isolates that are methicillin resistant on susceptibility testing, but lack the mec gene","10.1093/jac/dkt418","Paterson","Roslin","Journal of Antimicrobial Chemotherapy",2014,0,NA,NA,0,0,"SM",2,2,2,4,0,0,NA,"pdf/301.pdf"
297,"A mecC allotype, mecC3, in the CoNS Staphylococcus caeli, encoded within a variant SCCmecC","10.1093/jac/dky502","Paterson","Roslin","Journal of Antimicrobial Chemotherapy",2018,0,NA,NA,1,0,"NCBI",3,4,3,2,NA,1,NA,"pdf/297.pdf"
296,"Truncation of GdpP mediates β-lactam resistance in clinical isolates of Staphylococcus aureus","10.1093/jac/dkz013","Paterson","Roslin","Journal of Antimicrobial Chemotherapy",2019,1,NA,NA,0,0,"ENA",3,4,3,2,1,1,NA,"pdf/296.pdf"
274,"TRIM25 inhibits influenza A virus infection, destabilizes viral mRNA, but is redundant for activating the RIG-I pathway","10.1093/nar/gkac512","Digard","Roslin","Nucleic Acids Research",2022,1,"1",1,0,1,"SM, NCBI, GitHub",4,4,4,4,0,1,NA,"pdf/274.pdf"
227,"Trypanosome RNA helicase KREH2 differentially controls non-canonical editing and putative repressive structure via a novel proposed ‘bifunctional’ gRNA in mRNA A6 ","10.1093/nar/gkad453","Schnaufer","IIIR","Nucleic Acids Research",2023,1,NA,1,0,0,"SM, NCBI",4,4,3,3,0,1,NA,"pdf/227.pdf"
120,"Disentangling sRNA-Seq data to study RNA communication between species","10.1093/nar/gkz1198","Buck","Edinburgh Infectious Diseases Organisation","Nucleic Acids Research                       (Oxford Academic)",2020,1,"1",1,1,1,"NCBI’s GEO",3,4,4,4,NA,1,NA,"pdf/120.pdf"
97,"Secretion of an Argonaute protein by a parasitic nematode and the evolution of its siRNA guides","10.1093/nar/gkz142","Buck","Edinburgh Infectious Diseases Organisation","Nucleic Acids Research                       (Oxford Academic)",2019,1,"1",1,1,1,"WormBase ParaSite, PacBio sequencing data, GEO",3,4,4,4,NA,1,0,"pdf/97.pdf"
113,"Assembly and annotation of the mitochondrial minicircle genome of a differentiation-competent strain of Trypanosoma brucei","10.1093/nar/gkz928","Savill","Edinburgh Infectious Diseases Organisation","Nucleic Acids Research                       (Oxford Academic)",2019,1,"1",1,1,0,"Figshare ",3,4,4,4,NA,1,NA,"pdf/113.pdf"
231,"Assembly and annotation of the mitochondrial minicircle genome of a differentiation-competent strain of Trypanosoma brucei","10.1093/nar/gkz928 ","Schnaufer","IIIR","Nucleic Acids Research",2019,1,"1",1,1,0,"SM, FigShare, NCBI, GitHub",4,4,4,4,NA,NA,NA,"pdf/231.pdf"
187,"Deep kinetoplast genome analyses result in a novel molecular assay for detecting Trypanosoma brucei gambiense-specific minicircles","10.1093/nargab/lqac081","Savill","Edinburgh Infectious Diseases Organisation","NAR Genomics and Bioinformatics (Oxford Academic)",2022,1,"1",1,0,1,"tritrypdb.org,  European Nucleotide Archive",4,3,4,4,NA,1,NA,"pdf/187.pdf"
130,"Pervasive and non-random recombination in near full-length HIV genomes from Uganda 
Pervasive and non-random recombination in near full-length HIV genomes from Uganda 
Pervasive and non-random recombination in near full-length HIV genomes from Uganda","10.1093/ve/veaa004","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Virus Evolution                                     (Oxford Academic)",2020,1,"0",1,1,0,"GenBank ",2,4,4,4,NA,1,0,"pdf/130.pdf"
72,"The N-linking glycosylation system from Actinobacillus pleuropneumoniae is required for adhesion and has potential use in glycoengineering","10.1098/rsob.160212","Vohra","Edinburgh Infectious Diseases Organisation","Open Biology                                               (The Royal Society Publishing)",2017,1,NA,1,0,0,NA,1,1,1,1,NA,0,NA,"pdf/72.pdf"
254,"Structures of pyruvate kinases display evolutionarily divergent allosteric strategies","10.1098/rsos.140120","Walkinshaw","IQB3","Royal Society Open Science",2014,1,NA,1,1,0,"PDB",3,4,3,4,NA,1,NA,"pdf/254.pdf"
294,"Staphylococcus caledonicus sp. nov. and Staphylococcus canis sp. nov. isolated from healthy domestic dogs","10.1099/ijsem.0.004878","Paterson","Roslin","International Journal of Systematic and Evolutionary Microbiology",2021,1,NA,NA,1,0,"NCBI",3,4,4,2,NA,1,NA,"pdf/294.pdf"
50,"Novel large-scale chromosomal transfer in Bacteroides fragilis contributes to its pan-genome and rapid environmental adaptation","10.1099/mgen.0.000136","Blakely","Edinburgh Infectious Diseases Organisation","Microbial Genomics                 (Microbiology Society Journals)",2017,1,NA,1,0,0,"Supp",2,4,2,4,NA,0,NA,"pdf/50.pdf"
29,"Analysis of the history and spread of HIV-1 in Uganda using phylodynamics","10.1099/vir.0.000107","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Journal of General Virology       (Microbiology Society)",2015,1,NA,NA,1,0,NA,1,1,1,1,NA,NA,0,"pdf/29.pdf"
76,"Antigenic mimicry of ubiquitin by the gut bacterium Bacteroides fragilis: a potential link with autoimmune disease","10.1111/cei.13195","Blakely","Edinburgh Infectious Diseases Organisation","Clinical and Experimental Immunology (Oxford Academic)",2018,1,NA,NA,0,0,"Paper",2,3,2,3,NA,NA,NA,"pdf/76.pdf"
289,"Ageing adversely affects the migration and function of marginal zone B cells","10.1111/imm.12737","Mabbott","Roslin","Immunology",2017,1,NA,NA,1,0,"SM",2,2,2,4,0,NA,NA,"pdf/289.pdf"
77,"Daphnia magna microRNAs respond to nutritional stress and ageing but are not transgenerational","10.1111/mec.14525","Buck","Edinburgh Infectious Diseases Organisation","Molecular Ecology                                    (Wiley Online Library)",2018,1,"1",1,0,0,"European Nucleotide Archive",4,3,4,4,NA,1,NA,"pdf/77.pdf"
287,"Effects of host-derived chemokines on the motility and viability of Trypanosoma brucei","10.1111/pim.12609","Mabbott","Roslin","Parasite Immunology",2019,1,NA,NA,1,0,"SM",3,2,2,4,1,NA,NA,"pdf/287.pdf"
542,"Extensive pleiotropism and allelic heterogeneity mediate metabolic effects of IRX3 and IRX5","10.1126/science.abf1008","Bickmore","HGU","Science",2021,1,NA,1,0,0,"B",4,4,4,3,1,1,0,"pdf/542.pdf"
292,"An adenoviral-vectored vaccine confers seroprotection against capsular group B meningococcal disease","10.1126/scitranslmed.ade3901","Paterson","Roslin","Science Translational Medicine",2023,1,NA,1,0,0,"SM",3,4,2,2,0,NA,NA,"pdf/292.pdf"
300,"Old Drugs To Treat Resistant Bugs: Methicillin-Resistant Staphylococcus aureus Isolates with mecC Are Susceptible to a Combination of Penicillin and Clavulanic Acid","10.1128/aac.01469-15","Paterson","Roslin","Antimicrobial Agents and Chemotherapy",2015,0," NA",NA,0,0,"SM",2,4,2,2,0,0,NA,"pdf/300.pdf"
299,"Genomic Analysis of Salmonella enterica Serovar Typhimurium from Wild Passerines in England and Wales","10.1128/AEM.01660-16","Paterson","Roslin","Applied and Environmental Microbiology",2016,1,"0",NA,1,0,"SM, ENA, NCBI",3,4,3,2,NA,1,NA,"pdf/299.pdf"
95,"Generation of Markerless Deletions in the Nosocomial Pathogen Clostridium difficile by Induction of DNA Double-Strand Breaks","10.1128/AEM.02055-18","Blakely","Edinburgh Infectious Diseases Organisation","Applied and Environmental Microbiology (American Society for Microbiology)",2019,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/95.pdf"
91,"Quantifying the Survival of Multiple Salmonella enterica Serovars In Vivo via Massively Parallel Whole-Genome Sequencing To Predict Zoonotic Risk","10.1128/AEM.02262-17","Vohra","Edinburgh Infectious Diseases Organisation","Applied and Environmental            (American Society for Microbiology)",2018,1,NA,NA,1,0,"GEO, Supp",2,4,4,4,NA,1,NA,"pdf/91.pdf"
13,"High-Throughput Chemical Screening for Antivirulence Developmental Phenotypes in Trypanosoma brucei","10.1128/ec.00335-13","Matthews","Edinburgh Infectious Diseases Organisation","Eukaryotic Cell                                   (American Society for Microbiology)",2014,1,NA,NA,1,0,"supp",3,4,4,4,0,1,NA,"pdf/13.pdf"
44,"Characterization of New Virulence Factors Involved in the Intracellular Growth and Survival of Burkholderia pseudomallei","10.1128/iai.01102-15","Moule","Edinburgh Infectious Diseases Organisation","Infection and Immunity                 (American Society for Microbiology)",2016,1,NA,NA,0,0,"supp",2,2,2,3,0,0,NA,"pdf/44.pdf"
16,"Rosetting Plasmodium falciparum-Infected Erythrocytes Bind to Human Brain Microvascular Endothelial Cells In Vitro, Demonstrating a Dual Adhesion Phenotype Mediated by Distinct P. falciparum Erythrocyte Membrane Protein 1 Domains","10.1128/iai.01233-13","Rowe","Edinburgh Infectious Diseases Organisation","Infection and Immunity                 (American Society for Microbiology)",2014,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/16.pdf"
279,"Influenza A Virus NS1 Protein Promotes Efficient Nuclear Export of Unspliced Viral M1 mRNA","10.1128/jvi.00528-17","Digard","Roslin","Journal of Virology",2017,1,NA,NA,1,0,NA,2,2,2,2,0,NA,NA,"pdf/279.pdf"
9,"Intercontinental Dispersal of HIV-1 Subtype B Associated with Transmission among Men Who Have Sex with Men in Japan","10.1128/jvi.01354-14","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Journal of Virology                          (American Society for Microbiology)",2014,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,1,"pdf/9.pdf"
277,"Mutation of Influenza A Virus PA-X Decreases Pathogenicity in Chicken Embryos and Can Increase the Yield of Reassortant Candidate Vaccine Viruses","10.1128/jvi.01551-18","Digard","Roslin","Journal of Virology",2019,1,NA,NA,1,1,"SM",3,2,2,4,0,0,NA,"pdf/277.pdf"
117,"Quantitative Analyses Reveal Novel Roles for N-Glycosylation in a Major Enteric Bacterial Pathogen","10.1128/mbio.00297-19","Vohra","Edinburgh Infectious Diseases Organisation","mBio                                                    (American Society for Microbiology)",2019,1,NA,1,0,0,"ProteomeXchange",2,4,4,4,NA,NA,NA,"pdf/117.pdf"
108,"Positional Dynamics and Glycosomal Recruitment of Developmental Regulators during Trypanosome Differentiation","10.1128/mbio.00875-19","Matthews","Edinburgh Infectious Diseases Organisation","mBio                                                    (American Society for Microbiology)",2019,1,NA,NA,1,1,"supp",2,3,2,4,1,NA,NA,"pdf/108.pdf"
14,"Genome-Wide Saturation Mutagenesis of Burkholderia pseudomallei K96243 Predicts Essential Genes and Novel Targets for Antimicrobial Development","10.1128/mbio.00926-13","Moule","Edinburgh Infectious Diseases Organisation","mBio                                                    (American Society for Microbiology)",2014,1,"0",NA,0,0,"supp",2,3,4,4,0,1,NA,"pdf/14.pdf"
234,"Apolipoprotein L1 Variant Associated with Increased Susceptibility to Trypanosome Infection","10.1128/mbio.02198-15","Schnaufer","IIIR","mBio",2016,1,"0",NA,0,0,"SM, NCBI",3,3,3,3,0,1,1,"pdf/234.pdf"
205,"Loss of Multicellular Behavior in Epidemic African Nontyphoidal Salmonella enterica Serovar Typhimurium ST313 Strain D23580","10.1128/mbio.02265-15","Mooney","IIIR","mBio",2016,0,NA,NA,0,0,"SM",2,3,2,3,0,NA,NA,"pdf/205.pdf"
228,"Oxidative Phosphorylation Is Required for Powering Motility and Development of the Sleeping Sickness Parasite Trypanosoma brucei in the Tsetse Fly Vector","10.1128/mbio.02357-21","Schnaufer","IIIR","mBio",2022,1,NA,NA,1,1,"SM",2,2,2,4,0,0,NA,"pdf/228.pdf"
111,"Antibodies to Peptides in Semiconserved Domains of RIFINs and STEVORs Correlate with Malaria Exposure","10.1128/msphere.00097-19","Rowe","Edinburgh Infectious Diseases Organisation","mSphere                                             (American Society for Microbiology)",2019,1,NA,NA,0,0,"supp",2,4,2,4,0,NA,NA,"pdf/111.pdf"
185,"Efficacy of Cathelicidin-Mimetic Antimicrobial Peptoids against Staphylococcus aureus","10.1128/spectrum.00534-22","Moule","Edinburgh Infectious Diseases Organisation","Microbiology Spectrum                                 (American Society for Microbiology)",2022,1,"0",NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/185.pdf"
213,"Dynamics of paediatric urogenital schistosome infection, morbidity and treatment: a longitudinal study among preschool children in Zimbabwe ","10.1136/bmjgh-2017-000661","Mutapi","IIIR","BMJ Global Health",2018,1,NA,1,2,0,NA,2,2,2,4,NA,NA,1,"pdf/213.pdf"
214,"Comparative Assessment of Health Benefits of Praziquantel Treatment of Urogenital Schistosomiasis in Preschool and Primary School-Aged Children","10.1155/2016/9162631","Mutapi","IIIR","BioMed Research International",2016,1,NA,NA,2,0,"SM",2,3,2,4,NA,NA,0,"pdf/214.pdf"
83,"An O-Antigen Glycoconjugate Vaccine Produced Using Protein Glycan Coupling Technology Is Protective in an Inhalational Rat Model of Tularemia","10.1155/2018/8087916","Moule","Edinburgh Infectious Diseases Organisation","Journal of Immunology Research (Hindawi)",2018,1,NA,0,0,0,"supp",2,3,2,4,NA,NA,NA,"pdf/83.pdf"
220,"Ebola virus glycoprotein stimulates IL-18–dependent natural killer cell responses","10.1172/JCI132438","Riley","IIIR","The Journal of Clinical Investigation",2020,1,NA,NA,3,1,"SM",2,2,2,4,NA,NA,1,"pdf/220.pdf"
226,"Rapid NK cell differentiation in a population with near-universal human cytomegalovirus infection is attenuated by NKG2C deletions","10.1182/blood-2014-05-576124","Riley","IIIR","Blood",2014,1,"0",NA,1,0,"SM",2,2,2,4,NA,NA,1,"pdf/226.pdf"
281,"A comparative analysis of host responses to avian influenza infection in ducks and chickens highlights a role for the interferon-induced transmembrane proteins in viral resistance","10.1186/s12864-015-1778-8","Digard","Roslin","BMC Genomics",2015,1,NA,NA,2,0,"SM, EBI",4,4,3,4,NA,1,NA,"pdf/281.pdf"
268,"A chicken bioreactor for efficient production of functional cytokines","10.1186/s12896-018-0495-1","Wear","IQB3","BMC Biotechnology",2018,1,NA,0,2,0,"SM, FigShare",3,3,4,4,0,1,NA,"pdf/268.pdf"
204,"Haemolysis and haem oxygenase-1 induction during persistent “asymptomatic” malaria infection in Burkinabé children","10.1186/s12936-018-2402-6","Mooney","IIIR","Malaria Journal",2018,1,NA,0,1,0,NA,2,2,2,4,NA,NA,0,"pdf/204.pdf"
218,"Dry season prevalence of Plasmodium falciparum in asymptomatic Gambian children, with a comparative evaluation of diagnostic methods","10.1186/s12936-022-04184-9 ","Riley","IIIR","Malaria Journal",2022,1,NA,0,2,1,"SM, FigShare",2,3,3,4,0,0,0,"pdf/218.pdf"
309,"Development of a framework for genotyping bovine-derived Cryptosporidium parvum, using a multilocus fragment typing tool","10.1186/s13071-015-1107-8
","Morrison","Roslin","Parasites & Vectors ",2015,1,NA,NA,0,0,"GenBank",2,2,4,4,NA,1,NA,"pdf/309.pdf"
22,"A single chromosome assembly of Bacteroides fragilis strain BE1 from Illumina and MinION nanopore sequencing data","10.1186/s13742-015-0101-6","Blakely","Edinburgh Infectious Diseases Organisation","GigaScience                                            (Oxford Academic)",2015,1,NA,1,0,1,"European Nucleotide Archive",4,4,4,4,NA,1,1,"pdf/22.pdf"
184,"The genomic basis of host and vector specificity in non-pathogenic trypanosomatids ","10.1242/bio.059237","Matthews","Edinburgh Infectious Diseases Organisation","Biology Open                                               (The Company of Biologists)",2022,1,NA,1,0,1,"BioProject ",4,4,4,4,NA,1,NA,"pdf/184.pdf"
546,"Acetaldehyde and defective mismatch repair increase colonic tumours in a Lynch syndrome model with Aldh1b1 inactivation ","10.1242/dmm.050240","Arends","IGC (Edinburgh Cancer Research)","Disease Models and Mechanisms",2023,1,"0",1,1,0,"Supp",2,2,2,4,0,0,NA,"pdf/546.pdf"
230,"Site-specific and mRNA-specific control of accurate mRNA
editing by a helicase complex in trypanosomes","10.1261/rna.076513.120","Schnaufer","IIIR","RNA",2020,1,"0",1,0,1,"SM, FigShare, NCBI",4,4,4,3,NA,1,NA,"pdf/230.pdf"
201,"An enhanced toolkit for the generation of knockout and marker-free fluorescent Plasmodium chabaudi","10.12688/wellcomeopenres.15587.2","Mooney","IIIR","Wellcome Open Research",2020,1,"0",1,2,1,"OSF",4,4,4,4,1,1,NA,"pdf/201.pdf"
200,"Intestinal inflammation and increased intestinal permeability in Plasmodium chabaudi AS infected mice","10.12688/wellcomeopenres.17781.2","Mooney","IIIR","Wellcome Open Research",2022,1,NA,1,1,1,"OSF, Edinburgh DataShare",4,4,4,4,1,1,NA,"pdf/200.pdf"
24,"The Discovery, Distribution, and Evolution of Viruses Associated with Drosophila melanogaster","10.1371/journal.pbio.1002210","Buck","Edinburgh Infectious Diseases Organisation","PLOS Biology                                           (Public Library of Science PLOS)",2015,1,NA,1,0,1,"NCBI Sequence Read Archive ",4,4,4,4,NA,1,NA,"pdf/24.pdf"
19,"Immune-Mediated Competition in Rodent Malaria Is Most Likely Caused by Induced Changes in Innate Immune Clearance of Merozoites","10.1371/journal.pcbi.1003416","Savill","Edinburgh Infectious Diseases Organisation","PLOS Computational Biology              (Public Library of Science PLOS)",2014,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,NA,"pdf/19.pdf"
304,"A locus conferring tolerance to Theileria infection in African cattle","10.1371/journal.pgen.1010099","Morrison","Roslin","PLOS Genetics",2022,1,"0",1,2,1,"SM, ENA, Edinburgh Data Share, FigShare",4,4,4,4,NA,1,NA,"pdf/304.pdf"
217,"Long-term vaccination strategies to mitigate the impact of SARS-CoV-2 transmission: A modelling study","10.1371/journal.pmed.1004195","Riley","IIIR","PLOS Medicine",2023,1,"1",1,0,1,"SM, FigShare, GitHub",4,4,4,4,NA,NA,1,"pdf/217.pdf"
4,"Parasite-Derived MicroRNAs in Host Serum As Novel Biomarkers of Helminth Infection","10.1371/journal.pntd.0002701","Buck","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases      (Public Library of Science PLOS)",2014,1,"1",NA,1,0,"NCBI GEO",4,4,4,4,NA,1,NA,"pdf/4.pdf"
216,"Cytokine Responses to the Anti-schistosome Vaccine Candidate Antigen Glutathione-S-transferase Vary with Host Age and Are Boosted by Praziquantel Treatment","10.1371/journal.pntd.0002846","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2014,1,NA,NA,0,0,"SM, FigShare",2,3,4,4,NA,NA,0,"pdf/216.pdf"
18,"Predicted Impact of Mass Drug Administration on the Development of Protective Immunity against Schistosoma haematobium","10.1371/journal.pntd.0003059","Savill","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases        (Public Library of Science PLOS)",2014,1,NA,NA,0,0,NA,1,1,1,1,NA,NA,0,"pdf/18.pdf"
235,"Genome and Phylogenetic Analyses of Trypanosoma evansi Reveal Extensive Similarity to T. brucei and Multiple Independent Origins for Dyskinetoplasty","10.1371/journal.pntd.0003404","Schnaufer","IIIR","PLOS Neglected Tropical Diseases",2015,1,NA,1,1,0,"SM, FigShare, NCBI, TriTrypDB, EBI",4,4,4,4,1,1,NA,"pdf/235.pdf"
215,"Group 2 Innate Lymphoid Cell Proportions Are Diminished in Young Helminth Infected Children and Restored by Curative Anti-helminthic Treatment","10.1371/journal.pntd.0003627","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2015,1,NA,0,0,0,"SM, FigShare",2,3,4,4,NA,NA,0,"pdf/215.pdf"
310,"A Pre-clinical Animal Model of Trypanosoma brucei Infection Demonstrating Cardiac Dysfunction","10.1371/journal.pntd.0003811","Morrison","Roslin","PLOS Neglected Tropical Diseases",2015,1,"0",1,0,0,"SM, FigShare",2,3,4,4,1,NA,NA,"pdf/310.pdf"
36,"Small RNA Profiling in Dengue Virus 2-Infected Aedes Mosquito Cells Reveals Viral piRNAs and Novel Host miRNAs","10.1371/journal.pntd.0004452","Buck","Edinburgh Infectious Diseases Organisation","PLOS Neglected Tropical Diseases      (Public Library of Science PLOS)",2016,1,"1",1,0,0,"NCBI Sequence Read Archive",4,4,4,4,NA,1,NA,"pdf/36.pdf"
307,"Parasite specific 7SL-derived small RNA is an effective target for diagnosis of active trypanosomiasis infection","10.1371/journal.pntd.0007189","Morrison","Roslin","PLOS Neglected Tropical Diseases",2019,1,NA,1,1,1,"NCBI, SM, FigShare",4,4,4,4,NA,1,NA,"pdf/307.pdf"
212,"In-depth proteomic characterization of Schistosoma haematobium: Towards the development of new tools for elimination","10.1371/journal.pntd.0007362","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2019,1,NA,1,0,1,"Figshare, SM, PRIDE",4,4,4,4,NA,1,1,"pdf/212.pdf"
306,"Assessing the effect of insecticide-treated cattle on tsetse abundance and trypanosome transmission at the wildlife-livestock interface in Serengeti, Tanzania","10.1371/journal.pntd.0008288","Morrison","Roslin","PLOS Neglected Tropical Diseases",2020,1,"1",1,3,1,"GitHub, Figshare, SM",4,4,4,4,NA,1,NA,"pdf/306.pdf"
211,"Six rounds of annual praziquantel treatment during a national helminth control program significantly reduced schistosome infection and morbidity levels in a cohort of schoolchildren in Zimbabwe","10.1371/journal.pntd.0008388","Mutapi","IIIR","PLOS Neglected Tropical Diseases",2020,1,NA,1,1,1,"Figshare, SM",3,4,4,4,NA,NA,1,"pdf/211.pdf"
305,"Transcriptional differentiation of Trypanosoma brucei during in vitro acquisition of resistance to acoziborole","10.1371/journal.pntd.0009939","Morrison","Roslin","PLOS Neglected Tropical Diseases",2021,1,"0",1,0,1,"NCBI, SM, FigShare, MetaboLights",4,4,4,4,1,1,NA,"pdf/305.pdf"
291,"The MacBlue Binary Transgene (csf1r-gal4VP16/UAS-ECFP) Provides a Novel Marker for Visualisation of Subsets of Monocytes, Macrophages and Dendritic Cells and Responsiveness to CSF1 Administration","10.1371/journal.pone.0105429","Mabbott","Roslin","PLOS ONE",2014,1,NA,1,2,0,"SM, FigShare",2,2,4,4,1,NA,NA,"pdf/291.pdf"
271,"A Streamlined, Automated Protocol for the Production of Milligram Quantities of Untagged Recombinant Rat Lactate Dehydrogenase A Using ÄKTAxpressTM","10.1371/journal.pone.0146164","Wear","IQB3","PLOS ONE",2015,0,NA,1,1,0,"PDB",3,4,3,4,NA,NA,NA,"pdf/271.pdf"
10,"The Contribution of Viral Genotype to Plasma Viral Set-Point in HIV Infection","10.1371/journal.ppat.1004112","Leigh-Brown","Edinburgh Infectious Diseases Organisation","PLOS Pathogens                                     (Public Library of Science PLOS)",2014,1,NA,NA,1,0,NA,1,1,1,1,NA,NA,0,"pdf/10.pdf"
64,"Genome-wide RNAi selection identifies a regulator of transmission stage-enriched gene families and cell-type differentiation in Trypanosoma brucei","10.1371/journal.ppat.1006279","Matthews","Edinburgh Infectious Diseases Organisation","PLOS Pathogens                                     (Public Library of Science PLOS)",2017,1,NA,1,1,0,"GEO",3,4,4,4,1,1,NA,"pdf/64.pdf"
86,"Timing of host feeding drives rhythms in parasite replication","10.1371/journal.ppat.1006900","Savill","Edinburgh Infectious Diseases Organisation","PLOS Pathogens                                     (Public Library of Science PLOS)",2018,1,NA,1,0,1,"Dryad ",4,3,4,4,NA,NA,NA,"pdf/86.pdf"
232,"Mitochondrial DNA is critical for longevity and metabolism of transmission stage Trypanosoma brucei","10.1371/journal.ppat.1007195","Schnaufer","IIIR","PLOS Pathogens",2018,1,NA,1,1,1,"SM, FigShare",3,3,4,4,1,NA,NA,"pdf/232.pdf"
229,"Divergent metabolism between Trypanosoma congolense and Trypanosoma brucei results in differential sensitivity to metabolic inhibition","10.1371/journal.ppat.1009734","Schnaufer","IIIR","PLOS Pathogens",2021,1,NA,1,0,1,"SM, FigShare, NCBI, MetaboLights",4,4,4,4,NA,1,NA,"pdf/229.pdf"
284,"Foot-and-mouth disease virus localisation on follicular dendritic cells and sustained induction of neutralising antibodies is dependent on binding to complement receptors (CR2/CR1)","10.1371/journal.ppat.1009942","Mabbott","Roslin","PLOS Pathogens",2022,1,NA,1,0,1,"SM, FigShare",3,4,4,4,1,0,NA,"pdf/284.pdf"
273,"CpG dinucleotide enrichment in the influenza A virus genome as a live attenuated vaccine development strategy","10.1371/journal.ppat.1011357","Digard","Roslin","PLOS Pathogens",2023,1,NA,1,2,1,"SM, FigShare",4,4,4,4,1,1,NA,"pdf/273.pdf"
255,"How much (ATP) does it cost to build a trypanosome? A theoretical study on the quantity of ATP needed to maintain and duplicate a bloodstream-form Trypanosoma brucei cell","10.1371/journal.ppat.1011522","Michels","IQB3","PLOS Pathogens",2023,0,NA,1,1,1,"SM, FigShare",3,3,4,4,NA,NA,NA,"pdf/255.pdf"
237,"Evidence that nuclear receptors are related to terpene synthases","10.1530/JME-21-0156","Houston","IQB3","Journal of Molecular Endocrinology",2022,1,NA,NA,0,1,"SM",3,4,2,4,NA,1,NA,"pdf/237.pdf"
242,"Demonstration of the Anthelmintic Potency of Marimastat in the Heligmosomoides polygyrus Rodent Model","10.1645/18-33","Houston","IQB3","Journal of Parasitology",2018,0,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/242.pdf"
