"ID","Title","DOI","ResGrp","Institution","Journal","Year","AnalysisPgrm","CodeArchived","DAS","CorresAuthor","Preprints","Repository","Complete","Reuse","Access","Licence","Image","Genomics","Human","filepath","txt_filepath","is_open_data","open_data_category","is_open_code","open_data_statements","open_code_statements","Method"
37,"Plasmalogen enrichment in exosomes secreted by a nematode parasite versus those derived from its mouse host: implications for exosome stability and biology","10.3402/jev.v5.30741","Buck","Edinburgh Infectious Diseases Organisation","Journal of Extracellular Vesicles            (Taylor and Francis + NEJM)",2016,1,NA,1,1,0,"supp",2,2,3,4,NA,NA,NA,"pdf/37.pdf","txt/37.txt",TRUE,"supplement",FALSE,"raw data provided in supplementary table 2",NA,"oddpub"
38,"Efficient and versatile CRISPR engineering of human neurons in culture to model neurological disorders","10.12688/wellcomeopenres.10011.1","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Wellcome Open Research",2016,1,NA,1,0,0,"Zenodo",3,4,4,4,1,1,NA,"pdf/38.pdf","txt/38.txt",TRUE,"data availability statement",FALSE,"data availability [091580",NA,"oddpub"
39,"Analysis of Jak2 signaling reveals resistance of mouse embryonic hematopoietic stem cells to myeloproliferative disease mutation","10.1182/blood-2015-08-664631","Ottersbach","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Blood",2016,1,NA,NA,1,0,"supp",2,2,2,3,0,NA,NA,"pdf/39.pdf","txt/39.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
40,"Reconstructing the HIV-1 CRF02_AG and CRF06_cpx epidemics in Burkina Faso and West Africa using early samples","10.1016/j.meegid.2016.03.038","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Infection, Genetics and Evolution  (ScienceDirect)",2016,1,NA,NA,0,0,"supp",2,2,2,3,NA,NA,0,"pdf/40.pdf","txt/40.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
41,"A Direct Comparison of Two Densely Sampled HIV Epidemics: The UK and Switzerland","10.1038/srep32251","Leigh-Brown","Edinburgh Infectious Diseases Organisation","Scientific Reports                                (Nature)",2016,1,0,NA,0,0,"supp",2,2,2,4,NA,NA,0,"pdf/41.pdf","txt/41.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
42,"Mutational activation of BRAF confers sensitivity to transforming growth factor beta inhibitors in human cancer cells","10.18632/oncotarget.13226","Frame","IGC (Edinburgh Cancer Research)","Oncotarget",2016,1,NA,NA,0,0,"supp",2,2,2,4,0,NA,0,"pdf/42.pdf","txt/42.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
43,"Condensin II mutation causes T cell lymphoma through tissue-specific genome instability","10.1101/gad.284562.116","Arends","IGC (Edinburgh Cancer Research)","Genes and Development",2016,1,NA,NA,0,0,"supp",2,4,4,4,0,1,NA,"pdf/43.pdf","txt/43.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
44,"Characterization of New Virulence Factors Involved in the Intracellular Growth and Survival of Burkholderia pseudomallei","10.1128/iai.01102-15","Moule","Edinburgh Infectious Diseases Organisation","Infection and Immunity                 (American Society for Microbiology)",2016,1,NA,NA,0,0,"supp",2,2,2,3,0,0,NA,"pdf/44.pdf","txt/44.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
45,"Red blood cell complement receptor one level varies with Knops blood group, α+thalassaemia and age among Kenyan children","10.1038/gene.2016.2","Rowe","Edinburgh Infectious Diseases Organisation","Genes & Immunity                              (Nature)",2016,1,NA,NA,1,0,NA,1,1,1,1,0,NA,0,"pdf/45.pdf","txt/45.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
46,"EphrinB2 drives perivascular invasion and proliferation of glioblastoma stem-like cells","10.7554/eLife.14845","Pollard","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","eLife",2016,1,1,1,0,0,", Gene Expression Defines Natural Changes, GEO",4,3,3,4,1,NA,NA,"pdf/46.pdf","txt/46.txt",TRUE,"field-specific repository",FALSE,"mouse primers used for qrt-pcr doi: 10.7554/elife.14845.042 major datasets the following previously published datasets were used: database license and accessibility author(s) year dataset title dataset url information paul bertone 2015 expression profiling of normal and http://www.ebi.ac.uk/ar- publicly available at glioblastoma-derived neural stem rayexpress/experiments/ ebi arrayexpress cells e-mtab-3864/ (accession no: e- mtab-3864) alexey fushan 2015 gene expression defines natural http://www.ncbi.nlm.nih.",NA,"oddpub"
47,"Use of a genetically engineered mouse model as a preclinical tool for HER2 breast cancer","10.1242/dmm.023143","Brunton","IGC (Edinburgh Cancer Research)","Disease Models and Mechanisms",2016,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/47.pdf","txt/47.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
48,"Identification of novel pathways linking epithelial-to-mesenchymal transition with resistance to HER2-targeted therapy","10.18632/oncotarget.7317","Brunton","IGC (Edinburgh Cancer Research)","Oncotarget",2016,1,NA,NA,1,0,"supp",2,4,4,4,0,NA,0,"pdf/48.pdf","txt/48.txt",TRUE,"field-specific repository",FALSE,"the within-group gse17907 gse2990 gse7390 gse11121 gse16716 means were calculated to determine the fold change between gse2034 gse1456 gse6532 gse3494 gse19615) conditions and the transformed data were used to calculate and cancer biomedical informatics grid (geral-00143) the p-values using one-way analysis of variance (anova). repositories summarized with ensembl alternative cdf ms data were deposited in proteomexchange [30] normalized with rma [31] and integrated using (http://www.proteomexchange.org) via the pride partner combat [32] to remove dataset-specific bias as previously repository (http://www.ebi.ac.uk/pride) with the dataset described [33].",NA,"oddpub"
49,"TCR-stimulated changes in cell surface CD46 expression generate type 1 regulatory T cells","10.1126/scisignal.aah6163","Williams","SBS (Institute for Regeneration and Repair, Centre for Regenerative Medicine)","Science Signaling",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,0,"pdf/49.pdf","txt/49.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
50,"Novel large-scale chromosomal transfer in Bacteroides fragilis contributes to its pan-genome and rapid environmental adaptation","10.1099/mgen.0.000136","Blakely","Edinburgh Infectious Diseases Organisation","Microbial Genomics                 (Microbiology Society Journals)",2017,1,NA,1,0,0,"Supp",2,4,2,4,NA,0,NA,"pdf/50.pdf","txt/50.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
51,"Extracellular Vesicles from a Helminth Parasite Suppress Macrophage Activation and Constitute an Effective Vaccine for Protective Immunity","10.1016/j.celrep.2017.05.001","Buck","Edinburgh Infectious Diseases Organisation","Cell Reports                                                   (Cell Press)",2017,1,NA,NA,1,0,NA,1,1,1,1,0,NA,NA,"pdf/51.pdf","txt/51.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
52,"Broad-Spectrum Inhibition of Respiratory Virus Infection by MicroRNA Mimics Targeting p38 MAPK Signaling","10.1016/j.omtn.2017.03.008","Buck","Edinburgh Infectious Diseases Organisation","Molecular Therapy Nucleic Acids              (Cell Press)",2017,1,NA,NA,1,0,"supp",2,4,4,4,NA,NA,NA,"pdf/52.pdf","txt/52.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
53,"Biallelic mutations in the gene encoding eEF1A2 cause seizures and sudden death in F0 mice","10.1038/srep46019","Abbott","IGC (Centre for Genomic and Experimental Medicine)","Scientific Reports",2017,1,NA,NA,1,0,"supp",3,2,2,4,NA,NA,NA,"pdf/53.pdf","txt/53.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
54,"A neuroprotective astrocyte state is induced by neuronal signal EphB1 but fails in ALS models","10.1038/s41467-017-01283-z","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Nature Communications",2017,1,NA,0,0,0,"GEO, Supp",2,4,4,4,0,1,0,"pdf/54.pdf","txt/54.txt",TRUE,"field-specific repository, data availability statement",FALSE,"neuron 81 1009–1023 (2014). deposited data with accession numbers gse98288 gse99843.      deposited data with accession numbers gse98288",NA,"oddpub"
55,"Progressive motor neuron pathology and the role of astrocytes in a Human Stem Cell Model of VCP-Related ALS","10.1016/j.celrep.2017.05.024","Sibley","SBS (Institute of Quantitative Biology, Biochemistry and Biotechnology)","Cell Reports",2017,1,1,NA,0,0,"GEO, Supp",2,4,4,4,0,1,0,"pdf/55.pdf","txt/55.txt",TRUE,"field-specific repository",FALSE,"the accession number for the rna sequencing data reported in this paper is howland d.s. liu j. she y. goad b. maragakis n.j. kim b. erickson j. geo: gse98288.",NA,"oddpub"
56,"Multilevel genomics of colorectal cancers with microsatellite instability—clinical impact of JAK1 mutations and consensus molecular subtype 1","10.1186/s13073-017-0434-0","Tomlinson","IGC (Edinburgh Cancer Research)","Genome Medicine",2017,1,1,1,0,0,"Geo",3,4,4,4,NA,0,1,"pdf/56.pdf","txt/56.txt",TRUE,"field-specific repository, supplement",FALSE,"copy numbers per segment ples (n = 34) have been deposited to the ncbi’s geo were adjusted according to the overall ploidy of each with accession number gse79959.;     5 jak1 mutations mutation load and cms1 are associated with a good patient outcome. a among 175 patients with msi+ crc from norwegian series i and ii and the victor trial tumors with jak1 frameshift indels were associated with a better 5-year overall survival rate (94%) than wild-type tumors (75%; p value from wald’s test). b among the 33 exome-sequenced tumors in norwegian series i tumors with a mutation load above the median number of mutations were associated with a better 5-year relapse-free survival rate (100%) than tumors with a low mutation load (63%; p value from the log-rank test). c among 119 patients in norwegian series i and a publicly available dataset (geo accession number gse39582) patients in cms1 had a significantly better 5-year relapse-free survival rate (81%) than patients in cms2-4 (57% p value from wald’s test) the strong association between cms1 and immune crcs published to date scoring of indels has been lim- cell infiltration suggests that cms1 is also a favorable ited either to known homopolymers in selected genes prognostic factor in msi+ crc.;     incidence and the current study are available in geo with accession numbers gse24550 functional consequences of hmlh1 promoter hypermethylation in gse29638 gse69182 and gse39582 (microarray gene expression data) and colorectal carcinoma.     supplementary tables s1-s12. (xlsx",NA,"oddpub"
57,"Bone morphogenetic protein and Notch signalling crosstalk in poor-prognosis, mesenchymal-subtype colorectal cancer: BMP and Notch interaction in CRC subtypes","10.1002/path.4891","Tomlinson","IGC (Edinburgh Cancer Research)","The Journal of Pathology",2017,1,NA,NA,0,0,"supp",3,3,2,4,0,NA,0,"pdf/57.pdf","txt/57.txt",FALSE,NA,TRUE,NA,"kaplan–meier survival curves were generated by interfering rna (sirna)-mediated gene knockdown use of a matlab script and p values were computed and were used in chromatin immunoprecipitation (chip) with a log-rank test. [22] and cell migration experiments as described in supplementary material supplementary materials and human crc patient cohorts methods.","oddpub"
58,"Phosphorylation of SOS1 on tyrosine 1196 promotes its RAC GEF activity and contributes to BCR-ABL leukemogenesis","10.1038/leu.2017.267","Rappsilber","SBS (Institute of Cell Biology)","Leukemia",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/58.pdf","txt/58.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
59,"Quantifying predictors for the spatial diffusion of avian influenza virus in China","10.1186/s12862-016-0845-3","Leigh-Brown","Edinburgh Infectious Diseases Organisation","BMC Ecology and Evolution                  (BMC Springer Nature)",2017,1,0,1,0,0,"Treebase",2,2,2,4,NA,NA,NA,"pdf/59.pdf","txt/59.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
60,"IL-33 and ST2 mediate FAK-dependent antitumor immune evasion through transcriptional networks","10.1126/scisignal.aan8355","Frame","IGC (Edinburgh Cancer Research)","Science Signaling",2017,1,NA,1,1,0,"supp",2,4,4,4,NA,NA,NA,"pdf/60.pdf","txt/60.txt",TRUE,"field-specific repository",FALSE,"the il-33 ms fluorescence-activated cell sorting analysis of immune proteomics data have been deposited to the proteomexchange consor- cell populations tium via the proteomics identifications (pride) database partner re- tumors established after injection of 1 × 106 scc cells into both flanks pository (39) with the data set identifier pxd007698. of fvb mice were removed at day 12 into rpmi (sigma-aldrich) sup- plemented with 10% fbs (life technologies).",NA,"oddpub"
61,"Ambra1 spatially regulates Src activity and Src/FAK-mediated cancer cell invasion via trafficking networks","10.7554/eLife.23172","Frame","IGC (Edinburgh Cancer Research)","eLife",2017,1,NA,1,1,0,"ProteomeXchange",2,4,4,4,0,NA,NA,"pdf/61.pdf","txt/61.txt",TRUE,"field-specific repository",FALSE,"the mass spectrometry proteomics data have been deposited to the proteomexchange consortium via the pride partner repository (vizcaı́no et al. 2016) with the dataset identifier pxd006002.",NA,"oddpub"
62,"PARK2 depletion connects energy and oxidative stress to PI3K/Akt activation via PTEN S-nitrosylation","10.1016/j.molcel.2017.02.019","Arends","IGC (Edinburgh Cancer Research)","Molecular Cell",2017,1,NA,NA,0,0,NA,1,1,1,1,0,NA,NA,"pdf/62.pdf","txt/62.txt",FALSE,NA,FALSE,NA,NA,"oddpub"
63,"An Alternative Strategy for Trypanosome Survival in the Mammalian Bloodstream Revealed through Genome and Transcriptome Analysis of the Ubiquitous Bovine Parasite Trypanosoma (Megatrypanum) theileri","10.1093/gbe/evx152","Matthews","Edinburgh Infectious Diseases Organisation","Genome Biology and Evolution         (Oxford Academic)",2017,1,NA,NA,1,0,"Zenodo ",3,4,4,4,NA,1,NA,"pdf/63.pdf","txt/63.txt",TRUE,"field-specific repository, general-purpose repository, data availability statement",FALSE,"accepted: august 12 2017 data deposition: the whole genome shotgun project has been deposited at ddbj/ena/genbank under the accession nbco00000000.;     raw rnaseq reads are available from ebi arrayexpress under the accession number e-mtab-5327. mrna abundances in trypanosoma brucei were derived from ebi arrayexpress e-mtab-3335 and e-mtab-5460.;     this whole genome here we have derived a detailed picture of the genome shotgun project has been deposited at ddbj/ena/genbank and transcriptome of t. theileri in its mammalian infectious under the accession nbco00000000.;     trees were slap mapper (fiebig et al. 2014) using the default settings. inferred from each resampled multi-gene alignment using raw rnaseq reads are available from ebi arrayexpress under raxml (stamatakis 2006) utilizing the protgammaauto the accession number e-mtab-5327. model of sequence evolution and using minimum evolution principle (with log corrected scores) implemented in fastme quantification of mrna abundance (desper and gascuel 2002). the complete orthogroups data set including all alignments and phylogenetic trees is available from the zenodo research data repository at https://doi.org/10. 5281/zenodo.193020.     data deposition: the whole genome shotgun project has been deposited at ddbj/ena/genbank under the accession nbco00000000",NA,"oddpub"
